"ROWID","MinimumLatitude","MaximumLatitude","MinimumLongitude","MaximumLongitude"
"197","38.85929870605469","38.90340805053711","-77.14586639404297","-77.08920288085938"
"87","38.85929870605469","38.90340805053711","-77.14586639404297","-77.08920288085938"
"281","38.85943603515625","38.90420913696289","-77.14266967773438","-77.08515167236328"
"169","38.85943603515625","38.90420913696289","-77.14266967773438","-77.08515167236328"
"222","38.86026382446289","38.90620422363281","-77.1429672241211","-77.08394622802734"
"308","38.86052322387695","38.90385818481445","-77.14096069335938","-77.08529663085938"
"185","38.86052322387695","38.90385818481445","-77.14096069335938","-77.08529663085938"
"223","38.86057662963867","38.89787292480469","-77.1334228515625","-77.08551025390625"
"173","38.86063003540039","38.90155792236328","-77.1429672241211","-77.09039306640625"
"278","38.86063003540039","38.90155792236328","-77.1429672241211","-77.09039306640625"
"305","38.8611946105957","38.90325164794922","-77.14202117919922","-77.08799743652344"
"201","38.86189651489258","38.903289794921875","-77.14215087890625","-77.08897399902344"
"316","38.86189651489258","38.903289794921875","-77.14215087890625","-77.08897399902344"
"224","38.862911224365234","38.90336990356445","-77.13882446289062","-77.08684539794922"
"184","38.8611946105957","38.90325164794922","-77.14202117919922","-77.08799743652344"
"322","38.85936737060547","38.90171432495117","-77.14584350585938","-77.09144592285156"
"340","38.862464904785156","38.900177001953125","-77.14312744140625","-77.09468078613281"
"343","38.86026382446289","38.90620422363281","-77.1429672241211","-77.08394622802734"
"344","38.862911224365234","38.90336990356445","-77.13882446289062","-77.08684539794922"
"347","38.86057662963867","38.89787292480469","-77.1334228515625","-77.08551025390625"
"188","38.86125564575195","38.90018844604492","-77.14270782470703","-77.09269714355469"
"302","38.86125564575195","38.90018844604492","-77.14270782470703","-77.09269714355469"
"181","38.86129379272461","38.900550842285156","-77.1423110961914","-77.09188842773438"
"150","38.86145782470703","38.90058517456055","-77.13782501220703","-77.08755493164062"
"328","38.86153030395508","38.89280700683594","-77.13810729980469","-77.09793090820312"
"225","38.86153030395508","38.89280700683594","-77.13810729980469","-77.09793090820312"
"75","38.86155319213867","38.896156311035156","-77.1336441040039","-77.08918762207031"
"170","38.86155319213867","38.896156311035156","-77.1336441040039","-77.08918762207031"
"298","38.86155319213867","38.896156311035156","-77.1336441040039","-77.08918762207031"
"207","38.861995697021484","38.89764404296875","-77.13288879394531","-77.08710479736328"
"331","38.861995697021484","38.89764404296875","-77.13288879394531","-77.08710479736328"
"262","38.86200714111328","38.899269104003906","-77.13943481445312","-77.09156799316406"
"143","38.86200714111328","38.899269104003906","-77.13943481445312","-77.09156799316406"
"186","38.86214065551758","38.897499084472656","-77.13335418701172","-77.08793640136719"
"313","38.86214065551758","38.897499084472656","-77.13335418701172","-77.08793640136719"
"283","38.8621940612793","38.90130615234375","-77.13846588134766","-77.08821868896484"
"182","38.862205505371094","38.89743423461914","-77.14022064208984","-77.09496307373047"
"280","38.862205505371094","38.89743423461914","-77.14022064208984","-77.09496307373047"
"200","38.86279296875","38.899967193603516","-77.14142608642578","-77.09367370605469"
"248","38.862937927246094","38.896034240722656","-77.13585662841797","-77.09334564208984"
"88","38.8634033203125","38.89937210083008","-77.1407699584961","-77.09456634521484"
"202","38.8634033203125","38.89937210083008","-77.1407699584961","-77.09456634521484"
"310","38.8634033203125","38.89937210083008","-77.1407699584961","-77.09456634521484"
"212","38.86366653442383","38.89983367919922","-77.13400268554688","-77.0875473022461"
"203","38.8639030456543","38.901145935058594","-77.13983154296875","-77.09198760986328"
"317","38.8639030456543","38.901145935058594","-77.13983154296875","-77.09198760986328"
"74","38.863929748535156","38.896610260009766","-77.13375091552734","-77.0917739868164"
"141","38.86415481567383","38.89728546142578","-77.13449096679688","-77.09193420410156"
"80","38.86415481567383","38.89728546142578","-77.13449096679688","-77.09193420410156"
"266","38.86415481567383","38.89728546142578","-77.13449096679688","-77.09193420410156"
"147","38.86464309692383","38.89784240722656","-77.13558197021484","-77.09292602539062"
"86","38.86464309692383","38.89784240722656","-77.13558197021484","-77.09292602539062"
"269","38.86464309692383","38.89784240722656","-77.13558197021484","-77.09292602539062"
"42","38.865020751953125","38.89134216308594","-77.13648986816406","-77.10267639160156"
"221","38.86745071411133","38.898948669433594","-77.1338882446289","-77.09342956542969"
"339","38.86745071411133","38.898948669433594","-77.1338882446289","-77.09342956542969"
"346","38.86701202392578","38.899837493896484","-77.13519287109375","-77.09302520751953"
"427","38.8343505859375","38.85975646972656","-77.09327697753906","-77.06066131591797"
"424","38.83476257324219","38.86016845703125","-77.09220123291016","-77.05958557128906"
"396","38.84059524536133","38.86600112915039","-77.09196472167969","-77.0593490600586"
"388","38.83949661254883","38.86490249633789","-77.09696197509766","-77.06434631347656"
"371","38.838714599609375","38.86412048339844","-77.09454345703125","-77.06192779541016"
"457","38.83363723754883","38.85904312133789","-77.09949493408203","-77.0668716430664"
"435","38.8426513671875","38.86805725097656","-77.09821319580078","-77.06558990478516"
"401","38.83949279785156","38.864898681640625","-77.09813690185547","-77.06551361083984"
"398","38.8414306640625","38.86683654785156","-77.09369659423828","-77.06107330322266"
"397","38.84064865112305","38.86605453491211","-77.09198760986328","-77.05936431884766"
"394","38.8404655456543","38.865867614746094","-77.09203338623047","-77.05941009521484"
"393","38.840415954589844","38.865821838378906","-77.09213256835938","-77.05950927734375"
"391","38.84084701538086","38.86625289916992","-77.09341430664062","-77.060791015625"
"390","38.83907699584961","38.864479064941406","-77.091796875","-77.05917358398438"
"387","38.840370178222656","38.86577606201172","-77.09324645996094","-77.06062316894531"
"385","38.8400764465332","38.865482330322266","-77.09321594238281","-77.06059265136719"
"384","38.837074279785156","38.86247634887695","-77.09478759765625","-77.06216430664062"
"382","38.838626861572266","38.86403274536133","-77.0926742553711","-77.06005096435547"
"380","38.839237213134766","38.86464309692383","-77.09598541259766","-77.06336212158203"
"379","38.839332580566406","38.8647346496582","-77.0958480834961","-77.06322479248047"
"378","38.8377799987793","38.863182067871094","-77.0942611694336","-77.06163787841797"
"376","38.83810043334961","38.86350631713867","-77.0951156616211","-77.06249237060547"
"374","38.83897399902344","38.8643798828125","-77.09413146972656","-77.06150817871094"
"372","38.838905334472656","38.86431121826172","-77.09459686279297","-77.06197357177734"
"403","38.841339111328125","38.86674499511719","-77.09245300292969","-77.05982971191406"
"454","38.84311294555664","38.868568420410156","-77.0893783569336","-77.05668640136719"
"402","38.83668518066406","38.86323928833008","-77.09870910644531","-77.06461334228516"
"418","38.841583251953125","38.86912536621094","-77.09573364257812","-77.06036376953125"
"452","38.843177795410156","38.8710823059082","-77.0940170288086","-77.05818939208984"
"392","38.83890914916992","38.86715316772461","-77.09400939941406","-77.0577392578125"
"375","38.83612823486328","38.86611557006836","-77.09677124023438","-77.05826568603516"
"443","38.84020233154297","38.870277404785156","-77.09258270263672","-77.05396270751953"
"406","38.83839416503906","38.868736267089844","-77.09471893310547","-77.05574798583984"
"417","38.83885192871094","38.87140655517578","-77.0975570678711","-77.05575561523438"
"462","38.8452262878418","38.87063217163086","-77.09307861328125","-77.06045532226562"
"230","37.56012725830078","40.2369270324707","-78.77569580078125","-75.33663940429688"
"352","37.560142517089844","40.236942291259766","-78.77568054199219","-75.33661651611328"
"481","37.560298919677734","40.237098693847656","-78.77532958984375","-75.33625793457031"
"107","37.568416595458984","40.245216369628906","-78.77340698242188","-75.33393859863281"
"231","37.568603515625","40.24540328979492","-78.77334594726562","-75.33387756347656"
"483","37.568729400634766","40.24552917480469","-78.7732162475586","-75.333740234375"
"353","37.56861114501953","40.24541091918945","-78.77317810058594","-75.33370208740234"
"489","37.57408142089844","40.25088119506836","-78.76338958740234","-75.32364654541016"
"236","37.57429885864258","40.2510986328125","-78.76335144042969","-75.32360076904297"
"358","37.574180603027344","40.25098419189453","-78.76333618164062","-75.32359313964844"
"113","37.57440948486328","40.2512092590332","-78.7620849609375","-75.32233428955078"
"112","37.561344146728516","40.23814392089844","-78.75450134277344","-75.31538391113281"
"237","37.56072235107422","40.237525939941406","-78.75370788574219","-75.31461334228516"
"359","37.56074142456055","40.23754119873047","-78.75355529785156","-75.31446838378906"
"484","37.56081771850586","40.23761749267578","-78.75344848632812","-75.3143539428711"
"115","37.55998611450195","40.236785888671875","-78.73949432373047","-75.3004379272461"
"360","37.55933380126953","40.23613357543945","-78.7392349243164","-75.30020904541016"
"238","37.559574127197266","40.23637390136719","-78.73921203613281","-75.30017852783203"
"487","37.559139251708984","40.235939025878906","-78.73916625976562","-75.3001480102539"
"240","37.570247650146484","40.247047424316406","-78.7380142211914","-75.2984619140625"
"116","37.570430755615234","40.247230529785156","-78.7380142211914","-75.29845428466797"
"490","37.570133209228516","40.24693298339844","-78.73799896240234","-75.29844665527344"
"362","37.57012176513672","40.24692153930664","-78.73796081542969","-75.29841613769531"
"122","37.56228256225586","40.23908233642578","-78.71223449707031","-75.27306365966797"
"368","37.56202697753906","40.238826751708984","-78.7120590209961","-75.27290344238281"
"246","37.56200408935547","40.23880386352539","-78.71194458007812","-75.27279663085938"
"492","37.56208038330078","40.2388801574707","-78.7119369506836","-75.27278137207031"
"537","38.72905731201172","38.92174530029297","-77.20487976074219","-76.9575424194336"
"433","38.783416748046875","38.912376403808594","-77.1650161743164","-76.99942779541016"
"541","38.78042221069336","38.87415313720703","-77.1517105102539","-77.0313949584961"
"565","38.771488189697266","38.88334655761719","-77.15062713623047","-77.00704193115234"
"531","38.78245162963867","38.87855529785156","-77.14970397949219","-77.02633666992188"
"529","38.77357482910156","38.87614440917969","-77.14810943603516","-77.01644897460938"
"497","38.77842330932617","38.87582015991211","-77.14730834960938","-77.02228546142578"
"521","38.77896499633789","38.86953353881836","-77.14640045166016","-77.0301513671875"
"504","38.78218460083008","38.875","-77.14433288574219","-77.02519226074219"
"461","38.79829788208008","38.897705078125","-77.1348648071289","-77.0072250366211"
"576","38.75982666015625","38.89877700805664","-77.18284606933594","-77.00447845458984"
"580","38.781185150146484","38.877105712890625","-77.13973999023438","-77.01660919189453"
"587","38.776973724365234","38.867183685302734","-77.14974212646484","-77.0339584350586"
"590","38.773094177246094","38.87580871582031","-77.14397430419922","-77.01213073730469"
"603","37.560298919677734","40.237098693847656","-78.77532958984375","-75.33625793457031"
"605","37.568729400634766","40.24552917480469","-78.7732162475586","-75.333740234375"
"606","37.56081771850586","40.23761749267578","-78.75344848632812","-75.3143539428711"
"609","37.559139251708984","40.235939025878906","-78.73916625976562","-75.3001480102539"
"611","37.57408142089844","40.25088119506836","-78.76338958740234","-75.32364654541016"
"612","37.570133209228516","40.24693298339844","-78.73799896240234","-75.29844665527344"
"614","37.56208038330078","40.2388801574707","-78.7119369506836","-75.27278137207031"
"440","38.820980072021484","38.88844299316406","-77.1162338256836","-77.02960205078125"
"430","38.82863235473633","38.88102340698242","-77.11565399169922","-77.04837799072266"
"414","38.82139587402344","38.87514877319336","-77.11538696289062","-77.0463638305664"
"420","38.823246002197266","38.885318756103516","-77.11459350585938","-77.03488159179688"
"428","38.82532501220703","38.87347412109375","-77.1142578125","-77.05242919921875"
"423","38.825164794921875","38.87358474731445","-77.1141586303711","-77.05198669433594"
"419","38.82297897338867","38.872440338134766","-77.11173248291016","-77.0482177734375"
"415","38.828460693359375","38.8816032409668","-77.11072540283203","-77.04248046875"
"449","38.835140228271484","38.87137985229492","-77.10857391357422","-77.06204223632812"
"453","38.82134246826172","38.87004852294922","-77.10739135742188","-77.04485321044922"
"450","38.83329772949219","38.86662673950195","-77.10698699951172","-77.06419372558594"
"455","38.835330963134766","38.8795280456543","-77.1047134399414","-77.0479507446289"
"429","38.82997512817383","38.877925872802734","-77.10428619384766","-77.04270935058594"
"410","38.836788177490234","38.8712272644043","-77.10330963134766","-77.05908966064453"
"421","38.838565826416016","38.87214279174805","-77.10089111328125","-77.05776977539062"
"377","38.834678649902344","38.86977005004883","-77.10072326660156","-77.0556640625"
"438","38.8308219909668","38.867042541503906","-77.09577941894531","-77.04927062988281"
"412","38.8331413269043","38.87022399902344","-77.09747314453125","-77.04985809326172"
"426","38.83600616455078","38.873809814453125","-77.0989990234375","-77.05046081542969"
"439","38.82833480834961","38.86661911010742","-77.09848022460938","-77.04931640625"
"381","38.83332061767578","38.87214660644531","-77.10307312011719","-77.05321502685547"
"448","38.834617614746094","38.87351608276367","-77.09661102294922","-77.04666137695312"
"373","38.83158493041992","38.87075424194336","-77.103515625","-77.05322265625"
"399","38.83366394042969","38.872955322265625","-77.1007080078125","-77.05025482177734"
"446","38.836605072021484","38.87616729736328","-77.09998321533203","-77.04918670654297"
"432","38.82867431640625","38.86893844604492","-77.09911346435547","-77.04741668701172"
"404","38.82719421386719","38.870635986328125","-77.10850524902344","-77.05272674560547"
"383","38.82855224609375","38.87734603881836","-77.1093521118164","-77.04669952392578"
"407","38.82994079589844","38.87922286987305","-77.10869598388672","-77.04541015625"
"458","38.831451416015625","38.859317779541016","-77.09912872314453","-77.0633544921875"
"459","38.841495513916016","38.86689758300781","-77.10204315185547","-77.06941986083984"
"463","38.831199645996094","38.88337326049805","-77.1077880859375","-77.04078674316406"
"465","38.83055877685547","38.85987854003906","-77.093994140625","-77.05635070800781"
"466","38.84189224243164","38.8672981262207","-77.1020736694336","-77.06945037841797"
"467","38.83314514160156","38.85854721069336","-77.0897216796875","-77.05709838867188"
"468","38.82932662963867","38.86421585083008","-77.10686492919922","-77.06206512451172"
"469","38.8314323425293","38.859188079833984","-77.09233093261719","-77.05668640136719"
"470","38.829986572265625","38.860172271728516","-77.09452056884766","-77.05577087402344"
"552","38.809242248535156","38.83464431762695","-77.10171508789062","-77.06910705566406"
"544","38.818782806396484","38.84418869018555","-77.10343933105469","-77.07083129882812"
"519","38.81748580932617","38.842891693115234","-77.10167694091797","-77.0690689086914"
"508","38.81303787231445","38.83843994140625","-77.1045150756836","-77.07190704345703"
"505","38.81352996826172","38.83893585205078","-77.10009765625","-77.06748962402344"
"503","38.81283950805664","38.83824157714844","-77.10112762451172","-77.06851959228516"
"501","38.81303787231445","38.83843994140625","-77.10108184814453","-77.06847381591797"
"500","38.81303787231445","38.83843994140625","-77.10137939453125","-77.06877136230469"
"493","38.81435775756836","38.839759826660156","-77.10240936279297","-77.0698013305664"
"535","38.81809997558594","38.843502044677734","-77.10397338867188","-77.07135772705078"
"558","38.81869125366211","38.84540557861328","-77.10610961914062","-77.07180786132812"
"548","38.81837844848633","38.8455810546875","-77.10330963134766","-77.06838989257812"
"502","38.811424255371094","38.84053039550781","-77.1030044555664","-77.0656509399414"
"539","38.8156623840332","38.84611511230469","-77.10786437988281","-77.06877136230469"
"499","38.8111572265625","38.84162902832031","-77.10398864746094","-77.06487274169922"
"540","38.80754470825195","38.8381233215332","-77.1060562133789","-77.06681060791016"
"522","38.812320709228516","38.84559631347656","-77.10389709472656","-77.06118774414062"
"517","38.80805969238281","38.84341812133789","-77.10520935058594","-77.05982208251953"
"557","38.81427001953125","38.85072708129883","-77.110107421875","-77.06331634521484"
"561","38.80385208129883","38.84449005126953","-77.11836242675781","-77.06619262695312"
"506","38.80706024169922","38.850948333740234","-77.11485290527344","-77.05850982666016"
"525","38.8015022277832","38.845680236816406","-77.11453247070312","-77.05782318115234"
"516","38.800941467285156","38.8474006652832","-77.11467742919922","-77.05503845214844"
"518","38.803077697753906","38.85011672973633","-77.1123046875","-77.05192565917969"
"515","38.803314208984375","38.85056686401367","-77.12018585205078","-77.05953216552734"
"507","38.80531692504883","38.85280227661133","-77.1173095703125","-77.05635070800781"
"553","38.79881286621094","38.846351623535156","-77.11991882324219","-77.05889892578125"
"524","38.803184509277344","38.850868225097656","-77.12105560302734","-77.05985260009766"
"514","38.8016357421875","38.8498420715332","-77.1202392578125","-77.05836486816406"
"523","38.80510711669922","38.85478210449219","-77.11575317382812","-77.05198669433594"
"471","38.820858001708984","38.87112808227539","-77.11579132080078","-77.0512466430664"
"496","38.801578521728516","38.852745056152344","-77.11778259277344","-77.0521011352539"
"527","38.79997634887695","38.85150146484375","-77.12337493896484","-77.05723571777344"
"526","38.79934310913086","38.851463317871094","-77.11558532714844","-77.0486831665039"
"563","38.80550765991211","38.85888671875","-77.12336730957031","-77.05484771728516"
"510","38.80122375488281","38.857765197753906","-77.12262725830078","-77.050048828125"
"564","38.81484603881836","38.85015106201172","-77.11087036132812","-77.0655517578125"
"570","38.80878829956055","38.84773635864258","-77.11844635009766","-77.06845092773438"
"574","38.81680679321289","38.849090576171875","-77.10877990722656","-77.06733703613281"
"582","38.81011199951172","38.851200103759766","-77.11955261230469","-77.06680297851562"
"584","38.80213928222656","38.839420318603516","-77.11265563964844","-77.06481170654297"
"591","38.80756378173828","38.833614349365234","-77.09989929199219","-77.06646728515625"
"592","38.82124328613281","38.846649169921875","-77.10209655761719","-77.0694808959961"
"593","38.80386734008789","38.84387969970703","-77.10395050048828","-77.0525894165039"
"571","38.802425384521484","38.85355758666992","-77.11138916015625","-77.0457534790039"
"533","38.799652099609375","38.85182571411133","-77.1242904663086","-77.05731964111328"
"542","38.80207061767578","38.85470962524414","-77.1251220703125","-77.05754852294922"
"572","38.79529571533203","38.84798812866211","-77.11665344238281","-77.04901885986328"
"567","38.80132293701172","38.85401916503906","-77.12727355957031","-77.05963134765625"
"441","38.818973541259766","38.87416458129883","-77.11656951904297","-77.04570770263672"
"559","38.79378128051758","38.84958267211914","-77.12342071533203","-77.05179595947266"
"568","38.799190521240234","38.85517501831055","-77.12944793701172","-77.05758666992188"
"460","38.81694793701172","38.873504638671875","-77.11713409423828","-77.04451751708984"
"425","38.82696533203125","38.883827209472656","-77.1172103881836","-77.044189453125"
"538","38.79762649536133","38.85585403442383","-77.12882232666016","-77.05408477783203"
"554","38.7924919128418","38.851261138916016","-77.12346649169922","-77.04803466796875"
"545","38.79518127441406","38.85429000854492","-77.12938690185547","-77.05352020263672"
"437","38.8203010559082","38.879913330078125","-77.12263488769531","-77.04608917236328"
"549","38.796287536621094","38.85631561279297","-77.13085174560547","-77.05380249023438"
"569","38.79909133911133","38.85911560058594","-77.11759948730469","-77.0405502319336"
"498","38.79802703857422","38.85819625854492","-77.1235580444336","-77.04631805419922"
"456","38.81843948364258","38.87918472290039","-77.12454223632812","-77.04654693603516"
"530","38.799617767333984","38.86063003540039","-77.12799835205078","-77.04967498779297"
"416","38.81710433959961","38.878116607666016","-77.11808776855469","-77.03974914550781"
"555","38.79478073120117","38.856693267822266","-77.13228607177734","-77.05281829833984"
"528","38.795440673828125","38.85783767700195","-77.13079833984375","-77.05070495605469"
"566","38.79819107055664","38.86109161376953","-77.1330337524414","-77.05229187011719"
"551","38.79343032836914","38.85726547241211","-77.13324737548828","-77.05130767822266"
"532","38.79433822631836","38.85842514038086","-77.13214111328125","-77.04988098144531"
"442","38.818870544433594","38.882957458496094","-77.12622833251953","-77.04393768310547"
"543","38.7902946472168","38.855587005615234","-77.12621307373047","-77.04241180419922"
"534","38.79075241088867","38.85622024536133","-77.1302261352539","-77.04619598388672"
"431","38.81975555419922","38.885799407958984","-77.12618255615234","-77.04137420654297"
"495","38.79228973388672","38.86045455932617","-77.1304931640625","-77.04299926757812"
"451","38.812705993652344","38.88083267211914","-77.126708984375","-77.03923034667969"
"422","38.821144104003906","38.88948440551758","-77.11992645263672","-77.03216552734375"
"560","38.78945541381836","38.858768463134766","-77.12458801269531","-77.03561401367188"
"434","38.81997299194336","38.890995025634766","-77.12063598632812","-77.02943420410156"
"573","38.79756164550781","38.85262680053711","-77.12879180908203","-77.05810546875"
"575","38.79790496826172","38.84941482543945","-77.12581634521484","-77.05970001220703"
"578","38.794803619384766","38.8496208190918","-77.12667846679688","-77.05632019042969"
"579","38.792049407958984","38.85261154174805","-77.13072967529297","-77.05299377441406"
"581","38.80575942993164","38.85773468017578","-77.12531280517578","-77.05859375"
"586","38.79285430908203","38.849609375","-77.1267318725586","-77.05387878417969"
"588","38.79896545410156","38.85667419433594","-77.11459350585938","-77.04051971435547"
"589","38.79765319824219","38.86995315551758","-77.1320571899414","-77.03924560546875"
"445","38.80744934082031","38.901519775390625","-77.14474487304688","-77.0239486694336"
"556","38.792091369628906","38.865482330322266","-77.13983154296875","-77.04561614990234"
"536","38.791160583496094","38.86933135986328","-77.13957977294922","-77.03923034667969"
"509","38.78447723388672","38.87172317504883","-77.13953399658203","-77.02754211425781"
"513","38.78506851196289","38.871559143066406","-77.1386947631836","-77.02767181396484"
"550","38.784698486328125","38.87271499633789","-77.13652038574219","-77.0235366821289"
"547","38.7846565246582","38.86006164550781","-77.13623046875","-77.03944396972656"
"464","38.81520462036133","38.89986038208008","-77.1358871459961","-77.02716827392578"
"494","38.78992462158203","38.86536407470703","-77.13391876220703","-77.0370864868164"
"511","38.788875579833984","38.86769485473633","-77.13388061523438","-77.03270721435547"
"447","38.80108642578125","38.890541076660156","-77.13372802734375","-77.01887512207031"
"562","38.788963317871094","38.87200164794922","-77.1336669921875","-77.02706909179688"
"512","38.78867721557617","38.860774993896484","-77.13101196289062","-77.03846740722656"
"520","38.78895568847656","38.86333465576172","-77.12983703613281","-77.03436279296875"
"546","38.78804397583008","38.86276626586914","-77.1283187866211","-77.03240966796875"
"436","38.817710876464844","38.89131546020508","-77.12055969238281","-77.02603912353516"
"444","38.814735412597656","38.886314392089844","-77.11731719970703","-77.0254135131836"
"577","38.7860221862793","38.855316162109375","-77.13117980957031","-77.04224395751953"
"583","38.78558349609375","38.87791061401367","-77.1394271850586","-77.02090454101562"
"585","38.791446685791016","38.85481262207031","-77.1336441040039","-77.05230712890625"
"473","37.51182556152344","40.18862533569336","-78.79345703125","-75.35672760009766"
"595","37.51182556152344","40.18862533569336","-78.79345703125","-75.35672760009766"
"351","37.51190948486328","40.1887092590332","-78.79332733154297","-75.3565902709961"
"229","37.51225280761719","40.18905258178711","-78.79309844970703","-75.3563461303711"
"105","37.512203216552734","40.189002990722656","-78.79265594482422","-75.35591125488281"
"106","37.557376861572266","40.23417663574219","-78.77967071533203","-75.34074401855469"
"123","37.454193115234375","40.1309928894043","-78.76490783691406","-75.3309555053711"
"476","37.45411682128906","40.130916595458984","-78.76290130615234","-75.3289566040039"
"598","37.45411682128906","40.130916595458984","-78.76290130615234","-75.3289566040039"
"110","37.557273864746094","40.234073638916016","-78.76217651367188","-75.32325744628906"
"479","37.54252243041992","40.219322204589844","-78.76164245605469","-75.32343292236328"
"355","37.54237365722656","40.219173431396484","-78.76161193847656","-75.32341003417969"
"232","37.54229736328125","40.21909713745117","-78.76153564453125","-75.32333374023438"
"356","37.55794143676758","40.2347412109375","-78.76129913330078","-75.32234191894531"
"482","37.55788040161133","40.23468017578125","-78.76129150390625","-75.32233428955078"
"234","37.55780029296875","40.23460006713867","-78.76126098632812","-75.32231140136719"
"108","37.5411491394043","40.21794891357422","-78.76070404052734","-75.32255554199219"
"477","37.482948303222656","40.15974807739258","-78.74259948730469","-75.30726623535156"
"599","37.482948303222656","40.15974807739258","-78.74259948730469","-75.30726623535156"
"244","37.482948303222656","40.15974807739258","-78.74259185791016","-75.30725860595703"
"366","37.48290252685547","40.15970230102539","-78.7425308227539","-75.30719757080078"
"118","37.48363494873047","40.16043472290039","-78.7421646118164","-75.30680084228516"
"601","37.54252243041992","40.219322204589844","-78.76164245605469","-75.32343292236328"
"604","37.55788040161133","40.23468017578125","-78.76129150390625","-75.32233428955078"
